url,job_title,company,location,sector,job_type,level,job_specialisation,qualification,pay_range,description
https://www.jobstreet.com.sg/en/job/marketing-intern-1033286481?jobId=jobstreet-sg-job-1033286481&sectionRank=581&token=0~8b3d2e24-5381-453a-b789-61b6257b18e7&fr=SRP%20Job%20Listing,Marketing Intern,BRC GLOBAL ROLLS PTE. LTD.,Downtown Core,,Internship,Not Specified,"Sales/Marketing, Marketing/Business Dev",Not Specified,,"We are looking for an intern to join us from November/December 2022 onwards, for a 3-month commitment.PurposeThe successful candidate will be joining the BRC Marketing team to drive the following projects: -1) Marketing ResearchMarket research on global steel mills customer landscape, including North America and other priority regionsStudy global competitive landscape of roll-makersProvide strategic analysis and eventually identify business opportunitiesAssist in other ad-hoc projects2) Data AnalysisAdopt ?€?Ask ?€? Prepare ?€? Process ?€? Analyse ?€? Share - Act?€? methodology to conduct data analysis on pricing databaseDevelop effective dashboards to communicate pricing analysis resultsWhat qualifications will make you successful?Undergraduates currently pursuing a bachelor?€?s degree in Business, Engineering, Data Analytics/Data Science or similarProficiency using Microsoft Office Applications, especially Excel and PowerPointProficiency with Data Analytic Tools such as Power BI, Tableau will be an added advantageStrong verbal and written communication skillsA team player, highly motivated to build relationships with cross-functional team members, stakeholders and others in the organization who have impact on the projects-"
https://www.jobstreet.com.sg/en/job/internship-with-the-automation-team-%5Bj2288323%5D-worknow-immediate-jobsthatmatter-9982297?jobId=jobstreet-sg-job-9982297&sectionRank=200&token=0~2e683659-a7d4-4678-8d3e-2e82f25bc117&fr=SRP%20Job%20Listing,Internship with the Automation Team - [J2288323] #WorkNow #Immediate #JobsThatMatter,Jabil Circuit (Singapore) Pte Ltd,Singapore,Manufacturing / Production,Internship,Entry Level,"Computer/Information Technology, IT-Software","Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,"JOB SUMMARY????The??intern??is responsible for the design, development,??and??installation??of??our integrated technology systems??and??solutions that provide image-based automatic inspection??and??analysis across a wide range??of??applications??and??industries.??Responsible for design??of??automation equipment to ensure stipulated specification??and??requirements are met??and??delivered within budget??and??on time.??ESSENTIAL DUTIES??AND??RESPONSIBILITIES????Assist senior or lead automation design engineers in the development??and??utilization??of??processes for machine vision requirement analysis??and??documentation, design documentation??and??requirements management.????Works closely with Project Manager/Engineer??to??meet project timeline??and??within budget.??Reviews, understands, and interprets requirements/specification accurately for integration into design??of??equipment.??Ensures design for manufacturability.??Acts as liaison with internal??and/or external Assemblers/manufacturer??of??equipment??to??ensure all parts are manufactured??to??the design.??Generates design drawings, installation manual,??and??user manual.??Comply??and??follow all procedures within the company security??and??safety policies.????May perform other duties??and??responsibilities as assigned.??KNOWLEDGE REQUIREMENTS????Understanding??of??Cross-development with the concept??and??issues??of??developing for a different target environment.??This includes cross-development tools (compilers, linkers, debuggers, libraries, etc.) as well as issues??of??downloading or installing code (C / C++ / C#)????Understand the concept??of??Software Configuration Management.????Ability??to??write reports, business correspondence,??and??procedure manuals.??????Ability??to??effectively present information??and??respond??to??questions from groups??of??managers, clients, customers,??and??the general public.??(Optional) Familiarity in Database, SQL, backend process,??and??related machine learning libraries.??(Optional) Familiarity in OpenCV,??and??related computer vision??and??machine learning libraries.??(Optional) Familiarity with parallel programming??languages??e.g. CUDA??and??Open CL??Experienced functional knowledge??of??mechanical/electronics/electrical/software application engineering.??(Optional) Experienced functional knowledge??of??automation equipment assembly??and??installation.??Ability??to??interpret an extensive variety??of??technical instructions in mathematical or diagram form??and??deal with several abstract??and??concrete variables.??Majoring or the main??research??in computer vision, machine vision or image processing.??Accessibility AccommodationIf you are a qualified individual with a disability, you have the right??to??request a reasonable accommodation if you are unable or??limited??in your ability??to??use or access https://careers.jabil.com/ site as a result??of??your disability. You can request a reasonable accommodation by calling 1.727.803.7515 with the nature??of??your request??and??contact information. Please do not direct any other general employment related questions??to??this e-mail or phone number. Please note that only those inquiries concerning a request for reasonable accommodation will be responded??to??from this e-mail address??and/or phone number."
https://www.jobstreet.com.sg/en/job/backend-engr.-intern-nlp-ecommerce-2022-worknow-urgent-9968223?jobId=jobstreet-sg-job-9968223&sectionRank=189&token=0~5f9c6dc3-3533-4223-9ad6-c64e95f6c826&fr=SRP%20Job%20Listing,"Backend Engr. Intern, (NLP eCommerce) - 2022 - #WorkNow - #URGENT",TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.We are now looking for talented individuals to join us for an internship in 2022 - people who want to inspire creativity and co-create the future with TikTok.Successful candidates must be able to commit to one of the following internship cycles below:Summer Internship - 09 May 2022 to 29 July 2022 (12 weeks)Off-cycle Internship - 01 August 2022 to 16 December 2022 (20 weeks)We will prioritize candidates who are able to commit to the two above internship periods.Please state your availability clearly in the comments section (Start date, End date).Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is firm and includes all TikTok/ByteDance jobs globally. Applications will be reviewed on a rolling basis and we encourage you to apply early.About the NLP eCommerce teamThe team is responsible for the research and development of NLP algorithms in our overseas e-commerce business, mainly including intelligent customer service and machine translation.The team provides solutions such as intelligent dialogue, active service, intelligent marketing to continuously improve the efficiency of customer service staff and customers' experience. The algorithm capacities include the identification of a customer's incoming line, the intention understanding, and the solutions to various kinds of questions, etc.The team is also responsible for the language quality of our overseas e-commerce platform (e.g., TikTok shopping, Fanno), including improving machine translation quality of products' information, IM of buyers and sellers, and supporting scenario of cross-lingual searching.ResponsibilitiesResponsible for NLP-related research and development, which mainly includes:Language understanding, including intention recognition, emotion recognition, FAQ, etc.;Building an intelligent dialogue system, including mining questions and answers;Multilingual text generation such as products' copy, dialogue summary, email reply, etc.;Machine translation, including the translation of product titles and details, IM and other scenarios;Cross-lingual search, including cross language matching, cross-lingual vector retrieval, etc.QualificationsUndergraduate, or Postgraduate who is currently pursuing a degree/master in Computer Science, Computer Engineering, or a related technical discipline;Familiar with at least one computer programming language, including but not limited to C, C++, Java, Go, Python;Candidates who demonstrated research experience in published papers including but not limited to: ACL, EMNLP, NAACL, NIPS, ICML would be advantageous.By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy."
https://www.jobstreet.com.sg/en/job/people-intern-9984488?jobId=jobstreet-sg-job-9984488&sectionRank=421&token=0~b1a6203d-3404-4080-a012-711caecaa018&fr=SRP%20Job%20Listing,People Intern,Browzwear Solution Pte Ltd,Singapore,Retail / Merchandise,Internship,Entry Level,"Admin/Human Resources, Human Resources","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",,"Browzwear??is??the??leading provider??of??3D fashion design, development,??and??merchandising solutions. Our mission is??to??revolutionize??the??apparel industry with our truly disruptive 3D technology, providing??the??exact tools needed to exploit??the??extensive opportunities??in??the??market??to??achieve that goal. We??work??with some??of??the??biggest??and??most??well-known global companies??in??the??industry.We??are??looking??for a passionate??HR??Intern who can commit for a??minimum duration??of??3 months??to??join our growing human resource team. In this??role,??you??will??have??an opportunity??to??work??in??an international??HR??team??to??implement technological improvement projects.??You??will assist??in??organizational development projects??and??participate??in??global performance??and??compensation management events.Scope??of??InternshipSupport??in??system setup??and??data management on Human Resource Information System (HRIS)Facilitate performance management??and??compensation events through managing system procedures??and??workflow??to??match organizational goalsExtract??and??transform various datasets??from??internal??and??external databasesImport??and??verify??the??integrity??of??data for stakeholder adoptionAnalyze employee data??and??develop??HR??analytics reports??and??presentation decksManage job postings??and??job applicant profiles on??the??Applicant Tracking System??and??job boardsAssist??in??employee benefits sourcing??and??administrationAssist??in??other??HR-related duties on an ad-hoc basis"
https://www.jobstreet.com.sg/en/job/data-analyst-intern-growth*-10003292?jobId=jobstreet-sg-job-10003292&sectionRank=42&token=0~32f03ef7-092c-448b-85a1-966d2e1f9ba9&fr=SRP%20Job%20Listing,Data Analyst Intern - Growth*,TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.The Growth team plays a core role in acquisition, activation, and retention of billions of users, through our globally popular products such as TikTok, Resso, CapCut, Helo, etc. We are building platform foundation, leveraging data and ML models, and providing end-to-end solutions to power global growth of our products. Typical Growth projects include referral, notifications, paid ads, etc.ResponsibilitiesBuild and manage metrics in an analytical driven approach to identify business issues and opportunities in a fast-changing industry;Prototype analysis pipelines and quickly provide insights to business inquiries;Conduct routine and non-routine end-to-end analyses with large, complex data sets, and make recommendations on appropriate solutions.QualificationsUndergraduate, or Postgraduate who is currently pursuing a degree/master in Statistics, Applied Mathematics, Computer Science or a related technical discipline from a university;Experience in data manipulation with SQL, Python or other programming-languages/tools;Experience in data analysis, visualization and reporting;"
https://www.jobstreet.com.sg/en/job/internship-with-the-automation-team-%5Bj2288323%5D-worknow-jobsthatmatter-9982295?jobId=jobstreet-sg-job-9982295&sectionRank=158&token=0~0dc550fc-905b-485a-85d2-2870fa7e5580&fr=SRP%20Job%20Listing,Internship with the Automation Team - [J2288323] #WorkNow #JobsThatMatter,Jabil Circuit (Singapore) Pte Ltd,Singapore,Manufacturing / Production,Internship,Entry Level,"Computer/Information Technology, IT-Software","Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,"JOB SUMMARY????The??intern??is responsible for the design, development,??and??installation??of??our integrated technology systems??and??solutions that provide image-based automatic inspection??and??analysis across a wide range??of??applications??and??industries.??Responsible for design??of??automation equipment to ensure stipulated specification??and??requirements are met??and??delivered within budget??and??on time.??ESSENTIAL DUTIES??AND??RESPONSIBILITIES????Assist senior or lead automation design engineers in the development??and??utilization??of??processes for machine vision requirement analysis??and??documentation, design documentation??and??requirements management.????Works closely with Project Manager/Engineer??to??meet project timeline??and??within budget.??Reviews, understands, and interprets requirements/specification accurately for integration into design??of??equipment.??Ensures design for manufacturability.??Acts as liaison with internal??and/or external Assemblers/manufacturer??of??equipment??to??ensure all parts are manufactured??to??the design.??Generates design drawings, installation manual,??and??user manual.??Comply??and??follow all procedures within the company security??and??safety policies.????May perform other duties??and??responsibilities as assigned.??KNOWLEDGE REQUIREMENTS????Understanding??of??Cross-development with the concept??and??issues??of??developing for a different target environment.??This includes cross-development tools (compilers, linkers, debuggers, libraries, etc.) as well as issues??of??downloading or installing code (C / C++ / C#)????Understand the concept??of??Software Configuration Management.????Ability??to??write reports, business correspondence,??and??procedure manuals.??????Ability??to??effectively present information??and??respond??to??questions from groups??of??managers, clients, customers,??and??the general public.??(Optional) Familiarity in Database, SQL, backend process,??and??related machine learning libraries.??(Optional) Familiarity in OpenCV,??and??related computer vision??and??machine learning libraries.??(Optional) Familiarity with parallel programming??languages??e.g. CUDA??and??Open CL??Experienced functional knowledge??of??mechanical/electronics/electrical/software application engineering.??(Optional) Experienced functional knowledge??of??automation equipment assembly??and??installation.??Ability??to??interpret an extensive variety??of??technical instructions in mathematical or diagram form??and??deal with several abstract??and??concrete variables.??Majoring or the main??research??in computer vision, machine vision or image processing.??Accessibility AccommodationIf you are a qualified individual with a disability, you have the right??to??request a reasonable accommodation if you are unable or??limited??in your ability??to??use or access https://careers.jabil.com/ site as a result??of??your disability. You can request a reasonable accommodation by calling 1.727.803.7515 with the nature??of??your request??and??contact information. Please do not direct any other general employment related questions??to??this e-mail or phone number. Please note that only those inquiries concerning a request for reasonable accommodation will be responded??to??from this e-mail address??and/or phone number."
https://www.jobstreet.com.sg/en/job/facilities-department-intern-1033258061?jobId=jobstreet-sg-job-1033258061&sectionRank=588&token=0~8b3d2e24-5381-453a-b789-61b6257b18e7&fr=SRP%20Job%20Listing,Facilities Department Intern,Seagate Singapore International Headquarters Pte. Ltd.,Singapore,Manufacturing / Production,Internship,Not Specified,"Manufacturing, Maintenance",Not Specified,,"At Seagate, we are passionate about keeping Seagate operates in excellence conditions to produce superior products to our customers. We are partnering with subject experts to ensure that all facilities, infrastructures and equipment are maintained and upkeep to the highest quality. As part of the Business Excellence Team, Workplace Services Organization, supporting global sites, provides solutions to our stakeholders.You will be supporting Asia Pacific Workplaces Services Team in providing right working environment with the right facilities support services to enabling us to achieve the business goals.Support of facilities management, which may include all or some degree of maintenance, planning, projects and services supporting the Seagate sites.Learn to understanding of Building Management Systems (BMS), DDC controls, with special emphasis on mechanical systems and support site operations.Learn and support hands-on understanding of building support systems, including plumbing, electrical, mechanical, fire alarm, fire sprinkler, roofing and sewer.Support to manage and coordinate General Contractors (GC), Architects, Sub-Contractors, Trade Workers (Electrical, Mechanical, Plumbing) for areas of responsibility.Work closely with respective subject expert to review, identify gaps and improvise current process.Identifying tasks that need to be done, identifying resources, schedule and supervise work.Undertake and co-lead project independently assigned.Strong communicator with good written skills??and interpersonal skills.Good team player and ability to get work done.Pro-active,??process oriented and able to multi-task.Proficient in MS Office.Good data analytic skills.Ability to collect and compiling data, analysis and provide reports.Summarizing data and formatting in presentation form.Location: Shugart, SingaporeTravel: None-"
https://www.jobstreet.com.sg/en/job/risk-insights-analyst-intern-jobsthatmatter*-10005891?jobId=jobstreet-sg-job-10005891&sectionRank=120&token=0~a398fdd5-4cbd-41df-8d2c-b96166f35c68&fr=SRP%20Job%20Listing,Risk Insights Analyst Intern #JobsThatMatter*,TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Sciences, Actuarial/Statistics","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. We have several global offices including Los Angeles, New York, Austin, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul, and Tokyo.The global Monetization Integrity team ensures TikTok users have a safe experience while viewing advertisements. They work closely with advertisers to create ad policies, manage content review processes, and more. As we continue to add advertising on TikTok, this team is critical in assuring a joyful and creative ads experience for the community.Responsibility???Supporting risk analysis on markets, delivering the reliable safety risk analysis of the advertising content;Cooperate with other businesses related functions, support projects and tasks;Bring timely feedback of the issues and optimization opportunities found in work.QualificationsUndergrad/post grad preferably from reputable university;Able to work 3 days or more each week, preferably 5 days a week;English as a working language, multilingual is highly preferred;Must be comfortable with using excel. SQL or python is a plus;Strong analytical and research skills, able to work in fast, interactive and evolving environment.TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and enrich life. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too."
https://www.jobstreet.com.sg/en/job/sap-intern-visual-design-marketing-9989006?jobId=jobstreet-sg-job-9989006&sectionRank=323&token=0~4851e754-d54b-4bc9-9e00-516ec9daab14&fr=SRP%20Job%20Listing,SAP Intern - Visual Design (Marketing),SAP Asia Pte Ltd,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Arts/Media/Communications, Arts/Creative Design","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",,"We help the world run betterOur company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from.Apply now!????About the team:??The SAP Industries and Customer Advisory (ICA) organization is committed to SAP?€?s vision of helping the world run better and improve people?€?s lives. We work with customers across 25 industries (including Retail, Manufacturing, Healthcare, and Public Sector) to optimize their mission-critical core processes, innovate with new business models, and gain efficiencies. We are passionate about helping customers transform into intelligent enterprises that grow and thrive in their industries while also reaching their sustainability objectives.??If you?€?re a self-starter, extremely organized, social media savvy, and you want to gain experience in corporate communications, then this internship could be the right challenge for you. Our ICA Communications team is looking for a quick learner who can help us with a variety of communications projects.Your personal insights, experiences, and perspective are all important to us ?€? and we hope you will bring your creativity and can-do energy to the team as well. You will have excellent networking opportunities working with colleagues across our global and regional teams, and you will be welcomed into an internal community of communications professionals with diverse experiences and backgrounds. In addition, you?€?ll gain invaluable knowledge as you are immersed in the world of intelligent enterprise solutions and industries.What you?€?ll do:??Position title: SAP Intern - Visual Design (Marketing)Location: Singapore - amenable for remote internshipExpected start date: targeting June 2022 - min 6 months preferably can commit full time 5 days a weekThe role:As a Visual Design Intern you will work on a cross-functional team to create communication materials while adhering to SAP?€?s overall brand strategy and style. The ideal candidate will require flexibility in that the workload will be split between static graphic design and light motion design.You will be tasked to work on a variety of projects including:Create presentations designs for large audiences following SAP corporate design principlesCreate images, logos, GIFs for employee engagement, thought leadership, and social media contentDesign business content and information through infographics, charts and illustrationsDesign and scale presentation templates for customer meetingsDevelop marketing materialsThis role offers flexible working hours and the opportunity to work remote!Who you are:??We?€?re looking for someone who takes initiative, perseveres, and stay curious. You like to work on meaningful innovative projects and are energized by lifelong learning.??Be enrolled in university or have a degree in Motion Graphics, Animation, Graphic Design, or related field.Fluency in EnglishAbility to turn complex issues into simple, understandable, and well-designed visuals.Ability to create visuals that are compatible with Microsoft Office applications like PowerPoint, Word, etc.Must have a thorough understanding of design principles including composition, visual hierarchy, color, and balanceMust have a portfolio that demonstrates skills in visual designHave discipline to work independently and remotelyHave a hands-on attitude and be proactive with communicatingBe able to meet tight deadlines and quickly adaptMANDATORY FOR YOUR APPLICATIONDesign Portfolio: (Attached as file or online portfolio)We build breakthroughs togetherSAP innovations help more than 400,000 customers worldwide work together more efficiently and use business insight more effectively. Originally known for leadership in enterprise resource planning (ERP) software, SAP has evolved to become a market leader in end-to-end business application software and related services for database, analytics, intelligent technologies, and experience management. As a cloud company with 200 million users and more than 100,000 employees worldwide, we are purpose-driven and future-focused, with a highly collaborative team ethic and commitment to personal development. Whether connecting global industries, people, or platforms, we help ensure every challenge gets the solution it deserves. At SAP, we build breakthroughs, together."
https://www.jobstreet.com.sg/en/job/hr-intern-education-10034016?jobId=jobstreet-sg-job-10034016&sectionRank=131&token=0~be6860d6-24b7-45c2-8de2-2854d1ff716f&fr=SRP%20Job%20Listing,HR Intern (Education),Sephora Singapore Pte Ltd,Central,Retail / Merchandise,Internship,Entry Level,"Admin/Human Resources, Human Resources","Bachelor's Degree, Post Graduate Diploma, Professional Degree","SGD??900 - SGD??1,000","Responsibilities:Coordinate and manage the monthly training calendarPlay a key role in managing and optimizing Training Learning Management System (LMS)Perform training data extraction, reporting, and analysis??Where required, support in the preparation of materials for management presentationLogistical and coordination support of gratis packingAny other ad-hoc administration dutiesRequirementsCurrently pursuing a Bachelor?€?s degree in Business Management, Business Administration or any related fields of study.Proficient in Microsoft Excel and PowerPointCommitted and is hungry to learnStrong communication skillsHighly motivated and proactiveStrong organizational and interpersonal skillsAbility to manage multiple tasks and work in a fast-moving dynamic environment"
https://www.jobstreet.com.sg/en/job/clinical-research-coordinator-investigational-medicine-unit-2-years-contract-10006206?jobId=jobstreet-sg-job-10006206&sectionRank=184&token=0~2e683659-a7d4-4678-8d3e-2e82f25bc117&fr=SRP%20Job%20Listing,"Clinical Research Coordinator, Investigational Medicine Unit (2 years contract)",Singapore Health Services Pte Ltd (SingHealth HQ),Outram,Healthcare / Medical,Internship,Entry Level,"Healthcare, Practitioner/Medical Asst","Bachelor's Degree, Post Graduate Diploma, Professional Degree",,"You will work in an early phase clinical trial environment that facilitates clinical research studies, academic and educational activities. You will provide research support service in clinical trials and ensure the delivery of trial-related services that comply with regulatory guidelines, i.e. ICH-GCP. Other key responsibilities include managing the clinical trial(s), administration of clinical trial materials and performing trial-related duties and/or medical procedures in accordance to requirements stipulated by the trial or as assigned.You will be involved in planning and executing clinical trials through interviewing research subjects, explaining study procedures, monitoring the subjects?€? well-being and recording the subjects?€? medical history. You will also perform various clinical trial procedures such as collecting and processing biological specimens, collating data and maintaining proper records of reports and related documents.Job Requirements:Degree in Life SciencesPreferably attended the Good Clinical Practice (GCP)??Programme??or a similar courseMinimum 3 years?€? relevant experience in clinical research coordinationProficiency with MS Office Word and ExcelAbility to educate and counsel research subjects and possess good interpersonal skillsTeam-player, proactive and able to pre-empt potential obstacles and provide solutions within timelinesMust be fully vaccinated against COVID-19We regret that only shortlisted candidates will be contacted."
https://www.jobstreet.com.sg/en/job/hr-business-partner-intern-e-commerce-singapore*-10012713?jobId=jobstreet-sg-job-10012713&sectionRank=364&token=0~88672970-73b3-492c-954d-ecf46133bbc8&fr=SRP%20Job%20Listing,HR Business Partner Intern - E-commerce - Singapore*,TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Admin/Human Resources, Human Resources","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.As an HRBP Intern, you can work with various areas of HR to support the following initiatives:Assist with daily HR activities like recruiting, onboarding, documentation, transfers, employee development etc.Understand the company HR policies, and can clearly provide support and answers to employees' queries.Provide people data analysis support when in needs.Improve employee experience by helping organize activities.Participate and assist with various HR projects: performance review, employee survey and etc.Other duties as assigned.QualificationsA background in Human Resources, Industrial-Organizational Psychology, Communications, or business-related degree. Or business-related degree.Available for at least a 3-month part-time (3days/week) internship.Highly proficient in English and ChineseEye for details; proactive and willing to take on challenges.Experience and proficiency in Microsoft office tools/programs.Previous work experience or internships in related fields is a plus.Good communication skills, systematic thinking, attention to detail.Responsible and positive work attitude with good abilities to deal with challenging tasks in a fast-paced environment.TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too."
https://www.jobstreet.com.sg/en/job/nlp-engineer-intern-ai-lab-2022-10014407?jobId=jobstreet-sg-job-10014407&sectionRank=86&token=0~eefb8c67-0acf-4229-828e-028f986e60c9&fr=SRP%20Job%20Listing,NLP Engineer Intern (AI Lab) 2022,TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.We are now looking for talented individuals to join us for an internship in 2022 - people who want to inspire creativity and co-create the future with TikTok.Successful candidates must be able to commit to one of the following internship cycles below:Summer Internship - 09 May 2022 to 29 July 2022 (12 weeks)Off-cycle Internship - 01 August 2022 to 16 December 2022 (20 weeks)We will prioritize candidates who are able to commit to the two above internship periods.Please state your availability clearly in the comments section (Start date, End date).Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is firm and includes all TikTok/ByteDance jobs globally. Applications will be reviewed on a rolling basis and we encourage you to apply early.About the NLP AI Lab teamOur NLP AI Lab team focuses on solving language barriers and promoting information flowing all over the world. We invite researchers and engineers in machine learning and natural language processing at all levels. We aim at pushing the limits of machine intelligence.ResponsibilitiesResponsible for development of NLP technologies in our products;Participate in and support incubation of new NLP technologies;Participate in research on NLP technologies.QualificationsPenultimate year undergraduate with a background in Computer Science, Computer Engineering, Information Systems or a related technical major;Rich experiences and strong skills in development of technologies in some of the following areas:Machine Translation;Natural language understanding;Natural language generation;Knowledge and reasoning;Reinforcement learning;Deep learning and representation learning;Strong analytical and problem-solving skills;Strong computer science and coding skills;Able to work and collaborate well with team members.By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy."
https://www.jobstreet.com.sg/en/job/go-to-market-strategy-analyst-intern-byteplus*-10004906?jobId=jobstreet-sg-job-10004906&sectionRank=39&token=0~e776d819-4cf2-4833-9215-7d016ccb5dd3&fr=SRP%20Job%20Listing,"Go-to-Market Strategy Analyst Intern, BytePlus*",BYTEDANCE PTE. LTD.,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Sales/Marketing, Marketing/Business Dev","Higher Secondary/Pre-U/'A' Level, Diploma, Advanced/Higher/Graduate Diploma",,"ResponsibilitiesFounded in 2012, ByteDance's mission is to inspire creativity and enrich life. With a suite of more than a dozen products, including TikTok, Helo, and Resso, as well as platforms specific to the China market, including Toutiao, Douyin, and Xigua, ByteDance has made it easier and more fun for people to connect with, consume, and create content.Responsibilities:Contribute in formulating early-phase go-to-market strategy in a variety of international markets and key industriesSynthesizing critical business insights and present recommendations based on market research and data analysis, working with business & product teams, as well as external vendorsSupport the strategy & operation teams to partner closely with sales leaders around the globe, to resolve issues faced during the sales process, as well as to spot new opportunities from the market feedbackQualificationsQualifications:Undergraduate/postgraduate student from a reputable university and in his/her penultimate/final yearAble to communicate effectively in both English and Chinese.Self-motivated individual who takes ownership of projects and proactively works on things that need to be done.Comfortable in working with teams across functions, geographies, and cultures.Experience working within consulting firm/PE/VC/tech company is preferred. Experience in enterprise services and SaaS is preferred.Strong interest in technologyOpen to Full Time Internship from January 2022 - June 2022 (6 months)"
https://www.jobstreet.com.sg/en/job/hr-business-partner-intern-trust-safety-singapore-10018877?jobId=jobstreet-sg-job-10018877&sectionRank=342&token=0~f036851b-88c1-4add-a819-0eddb76963d6&fr=SRP%20Job%20Listing,HR Business Partner Intern - Trust & Safety - Singapore,TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Admin/Human Resources, Human Resources","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.Building a world where people can safely discover, create and connect. The Trust & Safety group at TikTok helps ensure that our global community is safe and empowered to create and enjoy content across all of our applications. You will be a key member of the dynamic, fast-paced Organisational Effectiveness team, with responsibility for defining, analysing and interpreting people metrics for the Trust & Safety group globally.As a HRBP Intern, you can work with various areas of HR to support the following initiatives:Support the overall hiring process, which includes screening and coordinating the interview.Working with HRBP in planning and executing employee engagement activities.Provide administrative support to overall HRBP department.Support and participate in ad hoc HR projects.QualificationsApply with us if you are :Someone who is devoted to his/her own work with strong sense of ownership.Someone who is agile and possesses high adaptability skills.Someone who has strong data analytical and problem-solving skillsSomeone who is confident in their communication skills.Love interacting with people.Planning to have a career in HR field.Available for 5 days per week, ideally can do 6 months.TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too."
